root	surfaces	lex	type	active	Id	flags	rules	Dil	anlam
Orguntay			E		OZEL	özel, ad		TR	Orgun tay.
Orgül			K		OZEL	özel, ad		TR	Ateş gibi kırmızı renkte gül.
Orhan			E		OZEL	özel, ad		TR	Şehrin yöneticisi, hakimi. Orhan Gazi
Orhon			E		OZEL	özel, ad		TR	Orta Asya'da bir ırmak. 
Orhun			E		OZEL	özel, ad		TR	Orta Asya'da bir ırmak. 
Orkan			E		OZEL	özel, ad		TR	Or kan.
Orkide			K		OZEL	özel, ad		FR	Çiçeklerinin güzelliği nedeniyle seralarda yetiştirilen değerli bir süs bitkisi.
Orkun			E		OZEL	özel, ad		TR	Orta Asya'da bir ırmak. 
Orkut			E		OZEL	özel, ad		TR	Kutlu, uğurlu şehir.
Orkutay			E		OZEL	özel, ad		TR	Or kut ay.
Orsan			E		OZEL	özel, ad		TR	Yüce adı olan.
Ortaç			E		OZEL	özel, ad		TR	Tepe, ozanların bulunduğu. 
Ortan			E		OZEL	özel, ad		TR	Ateş renginde kızıl tan.
Ortunç			E		OZEL	özel, ad		TR	Ateş renginde tunç.
Oruç			E		OZEL	özel, ad		TR	İslam'ın beş şartından birisidir. Tan yerinin ağarmasından güneş batana kadar Allah rızası için yiyip içmekten cinsi münasebetten sakınmak. İbadet. Savm. -Oruç Reis; Önceleri Cezayir'de olup daha sonra Osmanlı donanmasına katılan ünlü denizci.
Oruk			E		OZEL	özel, ad		TR	l. Aile, oymak. Göçmen olarak gelip bir yere yerleşen. 
Orun			E		OZEL	özel, ad		TR	Özel, yer. Önemli bir görevlinin çalıştığı yer, makam. 
Orus			E		OZEL	özel, ad		TR	Eski uygur adlarındandır. "Talih, baht, saadet" anla­mındadır.
Oruz			E		OZEL	özel, ad		TR	Düşün, düşünce.
Oskan			E		OZEL	özel, ad		TR	Akıllı.
Oskay			U		OZEL	özel, ad		TR	Neşeli, mutlu.Erkek ve kadın adı olarak kullanılır.
Osman			E		OZEL	özel, ad		AR	Bir tür kuş ya da ejderha. 
Otac			U		OZEL	özel, ad		TR	.Hekim, doktor.Erkek ve kadın adı olarak kullanılır.
Otaran			E		OZEL	özel, ad		TR	Hayvanları otlatan çoban.
Otay			U		OZEL	özel, ad		TR	Ateş renginde ay. -Erkek ve kadın adı olarak kullanılır.
Oya			K		OZEL	özel, ad		TR	Genellikle ipek ibrişim kullanılarak iğne, mekik, tığ ya da firkete ile yapılan ince dantel. 
Oyal			U		OZEL	özel, ad		TR	Oy al.Erkek ve kadın adı olarak kullanılır.
Oyalp			E		OZEL	özel, ad		TR	Oy alp.
Oyanalp			E		OZEL	özel, ad		TR	Oğan alp. Güçlü yiğit.
Oyhan			E		OZEL	özel, ad		TR	Oy han.
Oykan			E		OZEL	özel, ad		TR	Oy kan.
Oykut			E		OZEL	özel, ad		TR	Oy kut.
Oylum			U		OZEL	özel, ad		TR	Vadi, koyak. Çukur, oyuk. 
Oyman			E		OZEL	özel, ad		TR	Görüş, düşünce sahibi.
Oytun			U		OZEL	özel, ad		TR	Kutsal, mübarek. 
Oytunç			E		OZEL	özel, ad		TR	Oy tunç.
Oyum			U		OZEL	özel, ad		TR	Oymak işi.Erkek ve kadın adı olarak kullanılır.
Ozan			E		OZEL	özel, ad		TR	Şiir yazan, şair. Halk şairi. 
Ozanalp			E		OZEL	özel, ad		TR	Şiir söyleyen tatlı dilli yiğit.
Ozaner			E		OZEL	özel, ad		TR	OzanEr.
Ozansoy			E		OZEL	özel, ad		TR	Güzel konuşan, şiir yazan bir soydan gelen.
Ozansü			E		OZEL	özel, ad		TR	Güzel konuşan, şiir yazan asker.
Ozgan			E		OZEL	özel, ad		TR	Öne geçen, kazanan, başarılı.
Öcal			E		OZEL	özel, ad		TR	.- Yapılan kötülü­ğün acısını çıkar, öcünü al.
Öcalan			E		OZEL	özel, ad		TR	İntikam alan.
Ödül			U		OZEL	özel, ad		TR	l Bir basan ya da iyilik karşısında verilen armağan. 
Öge			U		OZEL	özel, ad		TR	Çok akıllı. Yaşlı kimse. 
Ögeday			E		OZEL	özel, ad		TR	Çok akıllı, bilgili. 
Öger			E		OZEL	özel, ad		TR	Akıllı, bilgili kimse.
Öget			U		OZEL	özel, ad		TR	Beğenilen, aranılan, övülen, iyi güzel.Erkek ve kadın adı olarak kullanılır.
Ögetürk			E		OZEL	özel, ad		TR	Akıllı, bilgili Türk.
Öğün			U		OZEL	özel, ad		TR	Kendini yücelt, gurur duy. 
Öğüt			U		OZEL	özel, ad		TR	Bir kimseye yapması ya da yapmaması gereken şeyler için söylenen söz.Erkek ve kadın adı olarak kullanılır.
Öke			E		OZEL	özel, ad		TR	Çok akıllı. Yaşlı kimse. 
Öker			E		OZEL	özel, ad		TR	Akıllı kimse.
Ökkeş			E		OZEL	özel, ad		AR	Erkek örümcek. 
Öklü			E		OZEL	özel, ad		TR	Akıllı.
Ökmen			E		OZEL	özel, ad		TR	Akıllı, zeki, bilgili kimse.
Ökmener			E		OZEL	özel, ad		TR	Akıllı, bilgili kimse.
Öktem			E		OZEL	özel, ad		TR	Güçlü, onurlu, gösterişli, korkusuz.
Öktemer			E		OZEL	özel, ad		TR	Güçlü, onurlu, gösterişli, korkusuz.
Ökten			E		OZEL	özel, ad		TR	Akıllı, bilgili, fazıl, kahraman, cesur.
Öktürk			E		OZEL	özel, ad		TR	Akıllı, güçlü Türk.
Ömer			E		OZEL	özel, ad		AR	İslam Devleti'nin II. Halifesi Ömer b. Hattab. Dünya durdukça adaletinden dolayı ondan bahsedilecek. Cennetle müjdelenmiştir. Hak ile Batılı çok iyi ayırt edebilen bir alim olduğu için Ömeru'1-Faruk adını almıştır.
Ömür			U		OZEL	özel, ad		AR	Hayat müddeti, yaşama süresi. 
Ömüral			E		OZEL	özel, ad		AT	Uzun ömürlü ol.
Ömürcan			U		OZEL	özel, ad		AT	Erkek ve kadın adı olarak kullanılır.
Önal			E		OZEL	özel, ad		TR	İleri git, lider ol anlamında.
Önay			U		OZEL	özel, ad		TR	Ayın ilk günlerindeki hali, hilal.Erkek ve kadın adı olarak kullanılır.
Önaydın			K		OZEL	özel, ad		TR	Ön aydın.
Öncel			U		OZEL	özel, ad		TR	Birine göre kendinden önce yerini tutmuş olan kimse. 
Öncübay			E		OZEL	özel, ad		TR	Kılavuz, rehber, önder kişi.
Önder			U		OZEL	özel, ad		TR	Bir davada, fikri siyasi bir harekette önde giden, önayak olan, kitleyi idare eden kimse, lider, şef.Erkek ve kadın adı olarak kullanılır.
Önel			U		OZEL	özel, ad		TR	Bir işin tamamlanması için verilen süre, vade, mühlet. -Erkek ve kadın adı olarak kullanılır.
Önen			U		OZEL	özel, ad		TR	Hak, adalet.Erkek ve kadın adı olarak kullanılır.
Öner			U		OZEL	özel, ad		TR	Önde gelen, başta gelen. 
Öngay			U		OZEL	özel, ad		TR	Jüpiter gezegeni. -Erkek ve kadın adı olarak kullanılır.
Öngel			E		OZEL	özel, ad		TR	Ağır başlı.
Öngü			E		OZEL	özel, ad		TR	İlk, önce, önceki. 
Öngül			U		OZEL	özel, ad		TR	Direnen, inatçı kimse. 
Öngüt			E		OZEL	özel, ad		TR	Saklanarak yanaşma, izinden yürüme. 
Önkal			E		OZEL	özel, ad		TR	Ön kal.
Önnur			K		OZEL	özel, ad		TR	Ön nur.
Önsal			E		OZEL	özel, ad		TR	Ön sal.
Önsoy			E		OZEL	özel, ad		TR	İlk soy.
Önür			U		OZEL	özel, ad		TR	Kendinden önceki, eski. Öne geçen, ileriye giden.Erkek ve kadın adı olarak kullanılır.
Ören			U		OZEL	özel, ad		TR	Eski yapı ya da kent kalıntısı. 
Örenel			E		OZEL	özel, ad		TR	Cömert ve geniş el.
Örener			E		OZEL	özel, ad		TR	Geniş, güven veren yiğit.
Örengül			E		OZEL	özel, ad		TR	Yaban gülü.
Örgen			E		OZEL	özel, ad		TR	Organ. 
Örgün			E		OZEL	özel, ad		TR	Sıcak gün.
Örsel			E		OZEL	özel, ad		TR	Ör sel.
Örtün			E		OZEL	özel, ad		TR	Ortanca kardeş.
Öveç			E		OZEL	özel, ad		TR	2, 3 yaşındaki erkek koyun.
Övünç			U		OZEL	özel, ad		TR	Övünmeye yol açan, övünülecek şey.Erkek ve kadın adı olarak kullanılır.
Öymen			E		OZEL	özel, ad		TR	Evcimen, evine bağlı.
Öz			U		OZEL	özel, ad		TR	Bir kimsenin betiği, manevi varlığı. 
Özak			E		OZEL	özel, ad		TR	Öz ak. Özü temiz, doğru kimse.
Özakan			E		OZEL	özel, ad		TR	Öz akan.
Özakay			U		OZEL	özel, ad		TR	Öz akay. Özü temiz kimse.Erkek ve kadın adı olarak kullanılır.
Özakın			E		OZEL	özel, ad		TR	Öz akın.
Özakıncı			E		OZEL	özel, ad		TR	Öz akıncı.
Özaktuğ			E		OZEL	özel, ad		TR	Beyaz tuğ.
Özal			E		OZEL	özel, ad		TR	Öz al.
Özalp			E		OZEL	özel, ad		TR	Özünde yiğit olan kimse.
Özalpman			E		OZEL	özel, ad		TR	Özünde yiğit olan kimse.
Özalpsan			E		OZEL	özel, ad		TR	Yiğitliğiyle tanınan kimse.
Özaltan			U		OZEL	özel, ad		TR	Sabah seher vöaktinde göğün kızıllaşarak aydınlanması.Erkek ve kadın adı olarak kullanılır.
Özaltay			E		OZEL	özel, ad		TR	Altaylara mensup. Öztürk.
Özaltın			U		OZEL	özel, ad		TR	Özü altın gibi değerli olan kimse.Erkek ve kadın adı olarak kullanılır.
Özaltuğ			E		OZEL	özel, ad		TR	Kırmızı tuğ.
Özan			K		OZEL	özel, ad		TR	Öz an.
Özarı			U		OZEL	özel, ad		TR	Arı gibi çalışkan kimse.Erkek ve kadın adı olarak kullanılır.
Özarkın			E		OZEL	özel, ad		TR	Öz arkın.
Özaslan			E		OZEL	özel, ad		TR	Aslan gibi güçlü, soylu kimse.
Özata			E		OZEL	özel, ad		TR	Ata ve Öz kelimelerinden birleşik isim.
Özatay			E		OZEL	özel, ad		TR	Özü herkesçe tanınan kimse.
Özay			U		OZEL	özel, ad		TR	.Özü ay gibi temiz, parlak, aydınlık kimse.
Özaydın			U		OZEL	özel, ad		TR	Özü temiz, aydınlık kimse.Erkek ve kadın adı olarak kullanılır.
Özbal			U		OZEL	özel, ad		TR	Balın özü.Erkek ve kadın adı olarak kullanılır.
Özbala			E		OZEL	özel, ad		TR	Öz çocuk.
Özbaş			E		OZEL	özel, ad		TR	Öz baş.
Özbaşak			K		OZEL	özel, ad		TR	Öz başak.
Özbatu			E		OZEL	özel, ad		TR	Öz batu.
Özbay			E		OZEL	özel, ad		TR	Yiğit, Türk Alpi.
Özbek			U		OZEL	özel, ad		TR	Yiğit, cesur, özü güçlü. 
Özbekkan			E		OZEL	özel, ad		TR	Özbek soyundan gelen.
Özben			U		OZEL	özel, ad		TR	Soyluluk ve asalette öz, temel.Erkek ve kadın adı olarak kullanılır.
Özberk			E		OZEL	özel, ad		AF	Özü güçlü kimse.
Özbey			E		OZEL	özel, ad		TR	Yiğit, Türk Alpi.
Özbil			U		OZEL	özel, ad		TR	Erkek ve kadın adı olarak kullanılır.
Özbilek			U		OZEL	özel, ad		TR	Güçlü bilek. -Erkek ve kadın adı olarak kullanılır.
Özbilen			U		OZEL	özel, ad		TR	Kendisi bilen, kendiliğinden bilen.Erkek ve kadın adı olarak kullanılır.
Özbilge			U		OZEL	özel, ad		TR	Bilgelik taşıyan. Doğasında bilgelik bulunan.Erkek ve kadın adı olarak kullanılır.
Özbilgin			U		OZEL	özel, ad		TR	Öz bilgin.Erkek ve kadın adı olarak kullanılır.
Özbilir			U		OZEL	özel, ad		TR	Asıl bilgiye ulaşan, temel bilgi sahibi.Erkek ve kadın adı olarak kullanılır.
Özbir			E		OZEL	özel, ad		TR	Soy, temel, asıl birliği.
Özboğa			E		OZEL	özel, ad		TR	Öz boğa.
Özcan			U		OZEL	özel, ad		TR	Candan, samimi, içten.Erkek ve kadın adı olarak kullanılır.
Özcanan			K		OZEL	özel, ad		TF	Kişiye en yakın, sevgili.
Özcebe			E		OZEL	özel, ad		TR	Zırh, cevşen, silah, mühimmat işleriyle uğraşan.
Özçam			E		OZEL	özel, ad		TR	Öz çam.
Özçelik			E		OZEL	özel, ad		TR	Özü çelik gibi sert ve güçlü.
Özçevik			E		OZEL	özel, ad		TR	Canlı, çevik, hareketli kimse.
Özçın			E		OZEL	özel, ad		TR	Özü doğru, saf, temiz kimse.
Özçınar			E		OZEL	özel, ad		TR	Öz çınar.
Özdağ			E		OZEL	özel, ad		TR	Öz dağ.
Özdal			U		OZEL	özel, ad		TR	Öz dal.Erkek ve kadın adı olarak kullanılır.
Özdamar			E		OZEL	özel, ad		TR	Öz damar.
Özdeğer			E		OZEL	özel, ad		TR	Bir şeyin gerçek değeri.
Özdek			E		OZEL	özel, ad		TR	Temel, esas, kök. 
Özdel			U		OZEL	özel, ad		TR	Hediye.Erkek ve kadın adı olarak kullanılır.
Özdemir			E		OZEL	özel, ad		TR	Özü demir gibi güçlü.
Özden			U		OZEL	özel, ad		TR	Soyca temiz, köleliği olmayan, özgür. 
Özdener			E		OZEL	özel, ad		TR	ÖzdenEr.
Özderen			K		OZEL	özel, ad		TR	Öz deren.
Özdeş			U		OZEL	özel, ad		TR	Her türlü nitelik bakımından eşit olan, benzer olan.Erkek ve kadın adı olarak kullanılır.
Özdil			E		OZEL	özel, ad		TR	Gönülden, içten.
Özdilek			U		OZEL	özel, ad		TR	Candan dilenen dilek.Erkek ve kadın adı olarak kullanılır.
Özdilmaç			E		OZEL	özel, ad		TR	Tercüman, çevirmen.
Özdinç			E		OZEL	özel, ad		TR	Özlü, canlı, dinç olan kimse.
Özdinçer			E		OZEL	özel, ad		TR	Özü canlı, dinç olan kimse.
Özdoğa			E		OZEL	özel, ad		TR	Gerçek, bozulmamış tabiat.
Özdoğal			E		OZEL	özel, ad		TR	Öz doğal.
Özdoğan			E		OZEL	özel, ad		TR	Öz doğan.
Özdoğru			E		OZEL	özel, ad		TR	Özünden temiz, dürüst kimse.
Özdoru			E		OZEL	özel, ad		TR	Öz doru.
Özdoruk			E		OZEL	özel, ad		TR	Zirve. Yüksek şahsiyet.
Özduran			E		OZEL	özel, ad		TR	Öz duran.
Özdurdu			E		OZEL	özel, ad		TR	Öz durdu.
Özduru			E		OZEL	özel, ad		TR	Özü duru, katıksız olan.
Özek			U		OZEL	özel, ad		TR	Güç. 
Özekan			E		OZEL	özel, ad		TR	Öze kan.
Özel			U		OZEL	özel, ad		TR	Öz el. l. Yalnız bir kişiye, bir şeye ait ya da ilişkin olan. Devlete değil, kişiye ait olan. 
Özen			U		OZEL	özel, ad		TR	Bir işin elden geldiğince iyi olması için gösterilen çaba. 
Özenay			K		OZEL	özel, ad		TR	Özen ay.
Özender			E		OZEL	özel, ad		TR	Ender bulunan yaratılışta olan, değerli.
Özengin			E		OZEL	özel, ad		TR	Özü engin, geniş ve derin.
Özengül			K		OZEL	özel, ad		TR	Özen gül.
Özenir			K		OZEL	özel, ad		TR	Çaba gösteren, en iyisini yapmaya çalışan.
Özenli			E		OZEL	özel, ad		TR	Özenle çalışan kimse.
Özer			U		OZEL	özel, ad		TR	Yiğit, doğru kimse. -Erkek ve kadın adı olarak kullanılır.
Özercan			E		OZEL	özel, ad		TR	Özer can.
Özerdal			E		OZEL	özel, ad		TR	Öz er dal.
Özerdem			E		OZEL	özel, ad		TR	Bütün erdemleri özünde toplayan.
Özerdim			E		OZEL	özel, ad		TR	Özüne erdim, ulaştım.
Özerdinç			E		OZEL	özel, ad		TR	Özünde canlı, dinç olan erkek.
Özerek			E		OZEL	özel, ad		TR	Asıl amaç, ulaşılmak istenen şey.
Özerhan			E		OZEL	özel, ad		TR	Yiğit, cesur han.
Özerk			E		OZEL	özel, ad		TR	Kendi kendini yönetme yetkisi olan.
Özerkin			E		OZEL	özel, ad		TR	Özgür, güçlü kimse.
Özerkmen			E		OZEL	özel, ad		TR	Özünde güçlü olan.
Özerman			E		OZEL	özel, ad		TR	Bir şeyi çok isteyen. 
Özerol			E		OZEL	özel, ad		TR	Gerçek yiğit ol.
Özertan			E		OZEL	özel, ad		TR	Öz ertan.
Özertem			E		OZEL	özel, ad		TR	Özünde erdemli olan.
Özge			K		OZEL	özel, ad		TR	.Başka, gayrı, diğer. Yabancı, ağyar. 
Özgebay			E		OZEL	özel, ad		TR	İyi, güzel, yürekli erkek.
Özgeer			E		OZEL	özel, ad		TR	İyi güzel erkek.
Özgen			U		OZEL	özel, ad		TR	Özü geniş, rahat, sakin kimse.Erkek ve kadın adı olarak kullanılır.
Özgenalp			E		OZEL	özel, ad		TR	Sakin, ağırbaşlı yiğit.
Özgenay			U		OZEL	özel, ad		TR	(bkz. Özgenay).Erkek ve kadın adı olarak kullanılır.
Özgenç			E		OZEL	özel, ad		TR	Öz genç.
Özgener			E		OZEL	özel, ad		TR	Sakin, ağırbaşlı yiğit.
Özger			U		OZEL	özel, ad		TR	İyi, güzel kimse. -Erkek ve kadın adı olarak kullanılır.
Özgiray			E		OZEL	özel, ad		TR	Kuvvetli, kudretli yiğit. Kırım hanlarının kullandığı isimlerden.
Özgü			U		OZEL	özel, ad		TR	Kutsal. 
Özgüç			E		OZEL	özel, ad		TR	Temel güç. Ana kuvvet.
Özgül			K		OZEL	özel, ad		TR	Özü gül gibi olan. 
Özgülay			K		OZEL	özel, ad		TR	Öz gül ay.
Özgüleç			U		OZEL	özel, ad		TR	Güler yüzlü, içten gülen kimse.Erkek ve kadın adı olarak kullanılır.
Özgüler			K		OZEL	özel, ad		TR	Öz güler.
Özgülüm			K		OZEL	özel, ad		TR	Öz gülüm.
Özgün			U		OZEL	özel, ad		TR	Nitelikleri bakımından benzerlerinden ayrı ve üstün olan. Yalnız kendine özgü bir nitelik taşıyan.Erkek ve kadın adı olarak kullanılır.
Özgünay			U		OZEL	özel, ad		TR	Özgün ay.Erkek ve kadın adı olarak kullanılır.
Özgünel			K		OZEL	özel, ad		TR	Üstün, kerem sahibi cömert el.
Özgüner			E		OZEL	özel, ad		TR	Öz güner.
Özgüneş			U		OZEL	özel, ad		TR	Güneş gibi parlak ve kapsamlı.Erkek ve kadın adı olarak kullanılır.
Özgür			U		OZEL	özel, ad		TR	Kendi kendine hareket etme, davranma karar verme gücü olan. 
Özgürcan			E		OZEL	özel, ad		TR	Özgürlüğüne düşkün kimse.
Özgürel			E		OZEL	özel, ad		TR	Özgür davranan kimse.
Özgüven			U		OZEL	özel, ad		TR	Kendine güve­nen.Erkek ve kadın adı olarak kullanılır.
Özhakan			E		OZEL	özel, ad		TR	Hakan soyundan gelen.
Özhan			E		OZEL	özel, ad		TR	Hükümdar soyundan gelen.
Özil			U		OZEL	özel, ad		TR	Gerçek ülke.Erkek ve kadın adı olarak kullanılır.
Özilhan			E		OZEL	özel, ad		TR	Ülkenin hanı, reisi.
Özilter			E		OZEL	özel, ad		TR	Yurdun gerçek savunucusu, koruyucusu.
Özinal			E		OZEL	özel, ad		TR	Gerçek arkadaş, dost.
Özinan			U		OZEL	özel, ad		TR	Özden gelen inanç, iman.Erkek ve kadın adı olarak kullanılır.
Özkan			E		OZEL	özel, ad		TR	Temiz kan, soylu kimse.
Özkar			E		OZEL	özel, ad		TR	Öz kar.
Özkaya			E		OZEL	özel, ad		TR	Öz kaya.
Özkayra			E		OZEL	özel, ad		TR	İçten gelen bağış, iyilik.
Özke			U		OZEL	özel, ad		TR	Sağlam, sağlıklı. Temiz yürekli.Erkek ve kadın adı olarak kullanılır.
Özkent			E		OZEL	özel, ad		TR	Öz kent.
Özker			E		OZEL	özel, ad		TR	Sağlam, temiz yürekliEr.
Özkoç			E		OZEL	özel, ad		TR	Cesur, savaşkan yapılı..
Özkök			E		OZEL	özel, ad		TR	Esas, temel, kaynak. 
Özkul			E		OZEL	özel, ad		TR	Gerçek kul. Hakkıyla ibadet eden kul.
Özkurt			E		OZEL	özel, ad		TR	Öz kurt.
Özkut			E		OZEL	özel, ad		TR	Kutsanmış, kadr sahibi.
Özkutal			E		OZEL	özel, ad		TR	Gerçek mutluluk senin olsun.
Özkutay			E		OZEL	özel, ad		TR	Özü uğurlu ve ay gibi parlak olan.
Özkutlu			E		OZEL	özel, ad		TR	Kutlu olan şeyin kendisi. Özü kutlu, uğurlu olan.
Özkutsal			E		OZEL	özel, ad		TR	Öz kutsal.
Özlek			U		OZEL	özel, ad		TR	Toprağın özlü, verimli yeri. 
Özlem			K		OZEL	özel, ad		TR	Yeniden görme, tekrar kavuşma arzusu, hasret tahassür. Bir şeye karşı duyulan istek, meyil.
Özlen			U		OZEL	özel, ad		TR	Su kaynağı. Küçük dere. 
Özlü			E		OZEL	özel, ad		TR	Özü benliği olan. 
Özlüer			E		OZEL	özel, ad		TR	Şahsiyet sahibi, olgun kişi.
Özmen			U		OZEL	özel, ad		TR	Özlü kimse, özü iyi, sağlam kişilikli.Erkek ve kadın adı olarak kullanılır.
Özmert			E		OZEL	özel, ad		TR	Mert yapılı.
Özmut			E		OZEL	özel, ad		TR	Yapısında mutluluk olan.
Öznur			U		OZEL	özel, ad		TR	Özü ışıklı, aydınlık kimse.Erkek ve kadın adı olarak kullanılır.
Özoğul			E		OZEL	özel, ad		TR	Öz oğul.
Özoğuz			E		OZEL	özel, ad		TR	Oğuz'a mensup. Oğuz'a ait.
Özok			E		OZEL	özel, ad		TR	Özü ok gibi güçlü olan.
Özol			E		OZEL	özel, ad		TR	Özün değişmesin, göründüğün gibi ol.
Özozan			E		OZEL	özel, ad		TR	Gerçek şair.
Özöğe			E		OZEL	özel, ad		TR	Bir şeyin aslı, özü.
Özönder			E		OZEL	özel, ad		TR	Gerçek önder.
Özöz			U		OZEL	özel, ad		TR	Gönlü geniş kimse. -Erkek ve kadın adı olarak kullanılır.
Özpala			E		OZEL	özel, ad		TR	Pala gibi sert ve keskin kişilikli.
Özpeker			E		OZEL	özel, ad		TR	Özünde çok güçlü olan yiğit.
Özpınar			U		OZEL	özel, ad		TR	Öz pınar.Erkek ve kadın adı olarak kullanılır.
Özpolat			E		OZEL	özel, ad		TR	Özü çelik gibi sağlam olan.
Özpulat			U		OZEL	özel, ad		TR	Özü çelik gibi sağlam olan.
Özsan			U		OZEL	özel, ad		TR	Adı duyulmuş ünlü.Erkek ve kadın adı olarak kullanılır.
Özsel			U		OZEL	özel, ad		TR	.Özle ilgili, öze ilişkin.Erkek ve kadın adı olarak kullanılır.
Özselen			U		OZEL	özel, ad		TR	Gerçek haber. -Erkek ve kadın adı olarak kullanılır.
Özsevi			U		OZEL	özel, ad		TR	İçten gelen sevgi. -Erkek ve kadın adı olarak kullanılır.
Özsu			U		OZEL	özel, ad		TR	Bitki ve hayvan dokularında bulunan sıvılara verilen ad.Erkek ve kadın adı olarak kullanılır.
Özsungur			E		OZEL	özel, ad		TR	Sakin, soğukkanlı yapısı olan.
Özsü			E		OZEL	özel, ad		TR	Gerçek asker. Askeri kişilik ve yapı sahibi.
Özsüer			E		OZEL	özel, ad		TR	Gerçek asker. Askeri kişilik ve yapı sahibi.
Özşahin			E		OZEL	özel, ad		TR	Şahin gibi güçlü, atak, çabuk yapılı.
Özşan			E		OZEL	özel, ad		TR	Öz şan.
Özşen			E		OZEL	özel, ad		TR	Şen yapılı.
Öztan			E		OZEL	özel, ad		TR	Karanlığı bitiren, aydın başlangıç.
Öztanır			E		OZEL	özel, ad		TR	Gerçeği ayırabilen.
Öztarhan			E		OZEL	özel, ad		TR	Büyük nüfuz sahibi. 
Öztaş			E		OZEL	özel, ad		TR	Öz taş.
Öztay			E		OZEL	özel, ad		TR	Öz tay.
Öztaylan			E		OZEL	özel, ad		TR	İnce, kibar, güzel, boylu boslu kimse. 
Öztek			E		OZEL	özel, ad		TR	Öz tek.
Öztekin			E		OZEL	özel, ad		TR	Yapısında emniyet ve güven taşıyan.
Özten			K		OZEL	özel, ad		TR	Öz ten.
Öztimur			E		OZEL	özel, ad		TR	Özü demir gibi güçlü.
Öztin			E		OZEL	özel, ad		TR	Ruhun özü. Sağlam bir ruh yapısı olan.
Öztinel			E		OZEL	özel, ad		TR	Öz tinel.
Öztiner			E		OZEL	özel, ad		TR	Ruhsal yönden sağlıklı erkek.(bkz. Tiner).
Öztoygar			E		OZEL	özel, ad		TR	Tarla kuşu, turgay.
Öztuna			U		OZEL	özel, ad		TR	Çok bol. 
Öztunç			E		OZEL	özel, ad		TR	Özü tunç gibi güçlü olan.
Özüak			E		OZEL	özel, ad		TR	Özü tertemiz olan kişi
Özüdoğru			E		OZEL	özel, ad		TR	Dürüst ve doğruluğu ilke edinen.
Özüm			U		OZEL	özel, ad		TR	Kardeş gibi tutulup sevilen.Erkek ve kadın adı olarak kullanılır.
Özün			U		OZEL	özel, ad		TR	Hakkıyla kazanılmış ün. 
Özüpek			E		OZEL	özel, ad		TR	Ruhen güçlü.
Özver			E		OZEL	özel, ad		TR	Öz ver.
Özverdi			E		OZEL	özel, ad		TR	Öz verdi.
Özveren			E		OZEL	özel, ad		TR	Özveride bulunan, fedakar.
Özveri			U		OZEL	özel, ad		TR	Bir amaç ya da kişi için kendi yararlarından vazgeçme, fedakarlık.Erkek ve kadın adı olarak kullanılır.
Özyay			U		OZEL	özel, ad		TR	Yay gibi çevik ve atılgan yapılı.Erkek ve kadın adı olarak kullanılır.
Özyurt			U		OZEL	özel, ad		TR	Anavatan, anayurt.Erkek ve kadın adı olarak kullanılır.
Özyuva			U		OZEL	özel, ad		TR	Ata evi, dönülecek asıl yer.Erkek ve kadın adı olarak kullanılır.
Özyürek			E		OZEL	özel, ad		TR	Güçlü korkusuz.
Paha			U		OZEL	özel, ad		TR	Değer, fîat, eder, tutar.Erkek ve kadın adı olarak kullanılır.
Pakalın			E		OZEL	özel, ad		FT	Dürüst, doğru iyi tanınmış kimseler.
Pakan			E		OZEL	özel, ad		PE	Temizler, anlar. 
Pakel			E		OZEL	özel, ad		FT	İyi işler yapan, doğru kimse.
Paker			E		OZEL	özel, ad		FT	Temiz, dürüst, iyi kimse.
Pakize			K		OZEL	özel, ad		PE	Temiz, saf, halis, lekesiz.
Pakkan			E		OZEL	özel, ad		FT	Temiz soydan gelen kimse.
Paksan			E		OZEL	özel, ad		FT	Temiz, doğru namuslu tanınmış kimse.
Paksoy			E		OZEL	özel, ad		FT	Temiz soydan gelen.
Paksu			E		OZEL	özel, ad		FT	Temiz su. Billur gibi arı duru, şahsiyetli.
Paksüt			E		OZEL	özel, ad		AF	Sütü temiz.
Pala			E		OZEL	özel, ad		TR	Kısa ve geniş kılıç.
Palatekin			E		OZEL	özel, ad		TR	Emniyet, güven ve cesaret telkin eden kişi.
Palatimur			E		OZEL	özel, ad		TR	Demir pala. Sert ve katı yapılı, güçlü.
Palay			E		OZEL	özel, ad		PE	Yedek at.
Palaz			E		OZEL	özel, ad		TR	Kimi kuş yavrularının civcivlikten sonraki durumu. 
Palmiye			K		OZEL	özel, ad		FR	Süs olarak kullanılan bir nevi hurma ağacı.
Pamir			E		OZEL	özel, ad		TR	Orta Asya'da yükseltisi 7000 m'yi geçen yüksek dağlık kütle. 
Pamirhan			E		OZEL	özel, ad		TR	Pamir han.
Papatya			K		OZEL	özel, ad		TR	İlkbaharda çiçek açan, taç yapraklı, beyaz, ortası sarı kümeçli bir kır çiçeği.
Parla			K		OZEL	özel, ad		TR	Işık saç, ışılda. 
Parlak			K		OZEL	özel, ad		TR	Parlayan, ışıldayan. Temiz. 
Parlanur			K		OZEL	özel, ad		TR	Nur gibi parla. Parla nur.
Parlar			K		OZEL	özel, ad		TR	Işık saçar, ışıldar, aydınlık verir.
Parsa			E		OZEL	özel, ad		PE	Sofu, dinine bağlı. 
Parsbay			E		OZEL	özel, ad		FT	Pars gibi güçlü ve çevik.
